ensembl_transcript_id,external_gene_name
ENST00000438332,DAXX
ENST00000494997,DAXX
ENST00000419051,DAXX
ENST00000497962,DAXX
ENST00000617660,DAXX
ENST00000619421,DAXX
ENST00000423479,CTCFL
ENST00000608263,CTCFL
ENST00000429804,CTCFL
ENST00000609232,CTCFL
ENST00000243914,CTCFL
ENST00000371196,CTCFL
ENST00000608440,CTCFL
ENST00000422109,CTCFL
ENST00000426658,CTCFL
ENST00000433949,CTCFL
ENST00000502686,CTCFL
ENST00000432255,CTCFL
ENST00000539382,CTCFL
ENST00000608903,CTCFL
ENST00000422869,CTCFL
ENST00000608425,CTCFL
ENST00000607923,CTCFL
ENST00000608720,CTCFL
ENST00000608108,CTCFL
ENST00000608858,CTCFL
ENST00000608158,CTCFL
ENST00000481655,CTCFL
ENST00000424891,DAXX
ENST00000414388,DAXX
ENST00000238558,GSC
ENST00000437747,POU5F1
ENST00000429314,POU5F1
ENST00000483045,POU5F1
ENST00000495227,POU5F1
ENST00000639883,POU5F1
ENST00000383217,RXRB
ENST00000383216,RXRB
ENST00000485267,RXRB
ENST00000486581,RXRB
ENST00000441299,RXRB
ENST00000472425,RXRB
ENST00000600004,MZF1
ENST00000594234,MZF1
ENST00000215057,MZF1
ENST00000599369,MZF1
ENST00000595245,MZF1
ENST00000594108,MZF1
ENST00000600048,MZF1
ENST00000596039,MZF1
ENST00000676067,LCOR
ENST00000676187,LCOR
ENST00000676257,LCOR
ENST00000675687,LCOR
ENST00000675151,LCOR
ENST00000675251,LCOR
ENST00000676123,LCOR
ENST00000675471,LCOR
ENST00000371103,LCOR
ENST00000421806,LCOR
ENST00000675250,LCOR
ENST00000675902,LCOR
ENST00000540664,LCOR
ENST00000676414,LCOR
ENST00000675537,LCOR
ENST00000675117,LCOR
ENST00000675125,LCOR
ENST00000356016,LCOR
ENST00000371097,LCOR
ENST00000676381,LCOR
ENST00000674796,LCOR
ENST00000675971,LCOR
ENST00000674725,LCOR
ENST00000676373,LCOR
ENST00000676314,LCOR
ENST00000675915,LCOR
ENST00000493486,LCOR
ENST00000469510,LCOR
ENST00000463415,LCOR
ENST00000553612,GTF2A1
ENST00000298173,GTF2A1
ENST00000434192,GTF2A1
ENST00000556268,GTF2A1
ENST00000281437,BARX2
ENST00000605151,BARX2
ENST00000499247,TOB1
ENST00000268957,TOB1
ENST00000509385,TOB1
ENST00000555795,BATF
ENST00000286639,BATF
ENST00000555504,BATF
ENST00000548884,NR1H4
ENST00000649582,NR1H4
ENST00000392986,NR1H4
ENST00000321046,NR1H4
ENST00000549996,NR1H4
ENST00000648861,NR1H4
ENST00000546380,NR1H4
ENST00000548621,NR1H4
ENST00000551379,NR1H4
ENST00000188403,NR1H4
ENST00000551184,NR1H4
ENST00000311275,ZMYND8
ENST00000360911,ZMYND8
ENST00000458360,ZMYND8
ENST00000467200,ZMYND8
ENST00000262975,ZMYND8
ENST00000471951,ZMYND8
ENST00000352431,ZMYND8
ENST00000540497,ZMYND8
ENST00000461685,ZMYND8
ENST00000617418,ZMYND8
ENST00000468376,ZMYND8
ENST00000435836,ZMYND8
ENST00000446894,ZMYND8
ENST00000441977,ZMYND8
ENST00000446994,ZMYND8
ENST00000355972,ZMYND8
ENST00000396281,ZMYND8
ENST00000536340,ZMYND8
ENST00000619049,ZMYND8
ENST00000611941,ZMYND8
ENST00000372023,ZMYND8
ENST00000394464,NR3C1
ENST00000415690,NR3C1
ENST00000504572,NR3C1
ENST00000394466,NR3C1
ENST00000231509,NR3C1
ENST00000652686,NR3C1
ENST00000503201,NR3C1
ENST00000504336,NR3C1
ENST00000510170,NR3C1
ENST00000508760,NR3C1
ENST00000502892,NR3C1
ENST00000514699,NR3C1
ENST00000502500,NR3C1
ENST00000505058,NR3C1
ENST00000503701,NR3C1
ENST00000343796,NR3C1
ENST00000424646,NR3C1
ENST00000395715,TRPS1
ENST00000220888,TRPS1
ENST00000519076,TRPS1
ENST00000520276,TRPS1
ENST00000518018,TRPS1
ENST00000519674,TRPS1
ENST00000517323,TRPS1
ENST00000395713,TRPS1
ENST00000519815,TRPS1
ENST00000422939,TRPS1
ENST00000451156,TRPS1
ENST00000640765,TRPS1
ENST00000372588,ESX1
ENST00000258829,NKX2-8
ENST00000553267,PAX9
ENST00000402703,PAX9
ENST00000555639,PAX9
ENST00000361487,PAX9
ENST00000554201,PAX9
ENST00000557107,PAX9
ENST00000379491,GCM2
ENST00000412036,CXXC1
ENST00000589940,CXXC1
ENST00000285106,CXXC1
ENST00000590901,CXXC1
ENST00000589548,CXXC1
ENST00000673786,CXXC1
ENST00000587342,CXXC1
ENST00000587170,CXXC1
ENST00000586144,CXXC1
ENST00000586568,CXXC1
ENST00000586502,CXXC1
ENST00000590234,CXXC1
ENST00000591190,CXXC1
ENST00000591474,CXXC1
ENST00000592078,CXXC1
ENST00000586837,CXXC1
ENST00000586365,CXXC1
ENST00000587396,CXXC1
ENST00000376883,ZFP57
ENST00000488757,ZFP57
ENST00000424679,ZNF274
ENST00000621145,ZNF274
ENST00000600704,ZNF274
ENST00000345813,ZNF274
ENST00000619307,ZNF274
ENST00000617501,ZNF274
ENST00000594248,ZNF274
ENST00000615675,ZNF274
ENST00000326804,ZNF274
ENST00000610905,ZNF274
ENST00000597528,ZNF274
ENST00000594839,ZNF274
ENST00000601995,ZNF274
ENST00000595146,ZNF274
ENST00000609129,ZBTB8B
ENST00000420770,PAX7
ENST00000375375,PAX7
ENST00000400661,PAX7
ENST00000377022,CASZ1
ENST00000478524,CASZ1
ENST00000447850,CASZ1
ENST00000344008,CASZ1
ENST00000490176,CASZ1
ENST00000496432,CASZ1
ENST00000492173,CASZ1
ENST00000478728,CASZ1
ENST00000472814,CASZ1
ENST00000343035,BSX
ENST00000361822,ZNF277
ENST00000361946,ZNF277
ENST00000421043,ZNF277
ENST00000457808,ZNF277
ENST00000425229,ZNF277
ENST00000450657,ZNF277
ENST00000421864,ZNF277
ENST00000405409,RBFOX2
ENST00000438146,RBFOX2
ENST00000695854,RBFOX2
ENST00000695803,RBFOX2
ENST00000414461,RBFOX2
ENST00000449924,RBFOX2
ENST00000262829,RBFOX2
ENST00000397303,RBFOX2
ENST00000695804,RBFOX2
ENST00000359369,RBFOX2
ENST00000695805,RBFOX2
ENST00000463509,RBFOX2
ENST00000695806,RBFOX2
ENST00000416721,RBFOX2
ENST00000495377,RBFOX2
ENST00000695807,RBFOX2
ENST00000473487,RBFOX2
ENST00000408983,RBFOX2
ENST00000491982,RBFOX2
ENST00000397305,RBFOX2
ENST00000228641,MYF6
ENST00000354725,SND1
ENST00000463020,SND1
ENST00000461056,SND1
ENST00000468621,SND1
ENST00000483503,SND1
ENST00000492772,SND1
ENST00000468166,SND1
ENST00000465900,SND1
ENST00000486037,SND1
ENST00000484767,SND1
ENST00000492840,SND1
ENST00000470723,SND1
ENST00000467238,SND1
ENST00000470463,SND1
ENST00000489417,SND1
ENST00000485871,SND1
ENST00000436467,EGR4
ENST00000545030,EGR4
ENST00000473637,FOXK2
ENST00000335255,FOXK2
ENST00000527313,FOXK2
ENST00000570585,FOXK2
ENST00000531030,FOXK2
ENST00000526383,FOXK2
ENST00000571160,FOXK2
ENST00000575578,FOXK2
ENST00000571989,FOXK2
ENST00000529652,FOXK2
ENST00000624186,FOXK2
ENST00000574694,FOXK2
ENST00000648378,DLX5
ENST00000493764,DLX5
ENST00000486603,DLX5
ENST00000523086,COPS5
ENST00000357849,COPS5
ENST00000521509,COPS5
ENST00000517736,COPS5
ENST00000521386,COPS5
ENST00000518374,COPS5
ENST00000523890,COPS5
ENST00000518747,COPS5
ENST00000517793,COPS5
ENST00000517406,COPS5
ENST00000519963,COPS5
ENST00000519057,COPS5
ENST00000518768,COPS5
ENST00000329198,NKX2-5
ENST00000424406,NKX2-5
ENST00000521848,NKX2-5
ENST00000517440,NKX2-5
ENST00000265440,TFEC
ENST00000320239,TFEC
ENST00000462828,TFEC
ENST00000393485,TFEC
ENST00000484212,TFEC
ENST00000497829,TFEC
ENST00000474337,TFEC
ENST00000465322,TFEC
ENST00000457268,TFEC
ENST00000460015,EPAS1
ENST00000449347,EPAS1
ENST00000263734,EPAS1
ENST00000467888,EPAS1
ENST00000475822,EPAS1
ENST00000463191,EPAS1
ENST00000483692,EPAS1
ENST00000466465,EPAS1
ENST00000465318,EPAS1
ENST00000468530,EPAS1
ENST00000372771,RLF
ENST00000378463,BCOR
ENST00000413905,BCOR
ENST00000397354,BCOR
ENST00000378455,BCOR
ENST00000342274,BCOR
ENST00000679513,BCOR
ENST00000378444,BCOR
ENST00000680831,BCOR
ENST00000615339,BCOR
ENST00000672922,BCOR
ENST00000442018,BCOR
ENST00000673391,BCOR
ENST00000427012,BCOR
ENST00000672265,BCOR
ENST00000406200,BCOR
ENST00000490976,BCOR
ENST00000412952,BCOR
ENST00000511961,RNF14
ENST00000506822,RNF14
ENST00000513019,RNF14
ENST00000394520,RNF14
ENST00000514620,RNF14
ENST00000502341,RNF14
ENST00000506938,RNF14
ENST00000394514,RNF14
ENST00000512565,RNF14
ENST00000515613,RNF14
ENST00000507163,RNF14
ENST00000506004,RNF14
ENST00000507291,RNF14
ENST00000394519,RNF14
ENST00000356143,RNF14
ENST00000347642,RNF14
ENST00000646249,BCL11A
ENST00000356842,BCL11A
ENST00000359629,BCL11A
ENST00000489516,BCL11A
ENST00000647472,BCL11A
ENST00000479026,BCL11A
ENST00000642439,BCL11A
ENST00000645405,BCL11A
ENST00000643222,BCL11A
ENST00000358510,BCL11A
ENST00000631857,BCL11A
ENST00000492272,BCL11A
ENST00000642824,BCL11A
ENST00000642384,BCL11A
ENST00000335712,BCL11A
ENST00000477659,BCL11A
ENST00000643459,BCL11A
ENST00000645455,BCL11A
ENST00000644606,BCL11A
ENST00000643004,BCL11A
ENST00000645224,BCL11A
ENST00000642180,BCL11A
ENST00000409351,BCL11A
ENST00000647469,BCL11A
ENST00000643716,BCL11A
ENST00000489183,BCL11A
ENST00000647038,BCL11A
ENST00000509524,ZFP42
ENST00000326866,ZFP42
ENST00000618147,ZFP42
ENST00000398468,NOTO
ENST00000526007,PARP10
ENST00000524918,PARP10
ENST00000313028,PARP10
ENST00000525773,PARP10
ENST00000527262,PARP10
ENST00000528963,PARP10
ENST00000313059,PARP10
ENST00000533665,PARP10
ENST00000526985,PARP10
ENST00000525879,PARP10
ENST00000528625,PARP10
ENST00000525486,PARP10
ENST00000531537,PARP10
ENST00000529842,PARP10
ENST00000528914,PARP10
ENST00000528136,PARP10
ENST00000529311,PARP10
ENST00000528580,PARP10
ENST00000530478,PARP10
ENST00000532311,PARP10
ENST00000531707,PARP10
ENST00000534737,PARP10
ENST00000532660,PARP10
ENST00000265354,SRF
ENST00000249636,PIAS1
ENST00000564915,PIAS1
ENST00000562190,PIAS1
ENST00000545237,PIAS1
ENST00000564009,PIAS1
ENST00000567417,PIAS1
ENST00000563996,PIAS1
ENST00000611270,PIAS1
ENST00000260264,POU2F3
ENST00000543440,POU2F3
ENST00000533620,POU2F3
ENST00000606153,POU2F3
ENST00000532638,POU2F3
ENST00000532663,POU2F3
ENST00000529039,POU2F3
ENST00000306087,SOX14
ENST00000358697,ZXDA
ENST00000518156,DLX6
ENST00000493273,DLX6
ENST00000555308,DLX6
ENST00000553077,NFATC3
ENST00000569766,NFATC3
ENST00000563319,NFATC3
ENST00000549350,NFATC3
ENST00000566301,NFATC3
ENST00000566893,NFATC3
ENST00000575270,NFATC3
ENST00000561714,NFATC3
ENST00000346183,NFATC3
ENST00000568466,NFATC3
ENST00000539828,NFATC3
ENST00000562171,NFATC3
ENST00000349223,NFATC3
ENST00000379165,NFATC3
ENST00000329524,NFATC3
ENST00000570212,NFATC3
ENST00000562926,NFATC3
ENST00000567152,NFATC3
ENST00000563796,NFATC3
ENST00000563288,NFATC3
ENST00000535127,NFATC3
ENST00000565750,NFATC3
ENST00000282111,TCF7L1
ENST00000494519,TCF7L1
ENST00000442813,TCF7L1
ENST00000490744,TCF7L1
ENST00000322038,TSHZ1
ENST00000580243,TSHZ1
ENST00000560918,TSHZ1
ENST00000560661,TSHZ1
ENST00000584217,TSHZ1
ENST00000472523,ZIC1
ENST00000488404,ZIC1
ENST00000282928,ZIC1
ENST00000474034,ZIC1
ENST00000481840,ZIC1
ENST00000673968,LDB1
ENST00000361198,LDB1
ENST00000425280,LDB1
ENST00000461873,LDB1
ENST00000585057,RUVBL1
ENST00000472125,RUVBL1
ENST00000464873,RUVBL1
ENST00000322623,RUVBL1
ENST00000582176,RUVBL1
ENST00000478892,RUVBL1
ENST00000480616,RUVBL1
ENST00000478243,RUVBL1
ENST00000407597,TBL1X
ENST00000380961,TBL1X
ENST00000424279,TBL1X
ENST00000645353,TBL1X
ENST00000422314,TBL1X
ENST00000645686,TBL1X
ENST00000646640,TBL1X
ENST00000647172,TBL1X
ENST00000452824,TBL1X
ENST00000415293,TBL1X
ENST00000683056,TBL1X
ENST00000647060,TBL1X
ENST00000497555,TBL1X
ENST00000684110,TBL1X
ENST00000585672,MBD1
ENST00000592060,MBD1
ENST00000382948,MBD1
ENST00000353909,MBD1
ENST00000269468,MBD1
ENST00000591416,MBD1
ENST00000339998,MBD1
ENST00000269471,MBD1
ENST00000347968,MBD1
ENST00000590208,MBD1
ENST00000705655,MBD1
ENST00000587605,MBD1
ENST00000588937,MBD1
ENST00000585595,MBD1
ENST00000589541,MBD1
ENST00000398495,MBD1
ENST00000457839,MBD1
ENST00000398493,MBD1
ENST00000398488,MBD1
ENST00000591535,MBD1
ENST00000586884,MBD1
ENST00000589733,MBD1
ENST00000591661,MBD1
ENST00000586679,MBD1
ENST00000586118,MBD1
ENST00000589867,MBD1
ENST00000590215,MBD1
ENST00000589758,MBD1
ENST00000683202,TAF1
ENST00000483365,TAF1
ENST00000373790,TAF1
ENST00000683352,TAF1
ENST00000683782,TAF1
ENST00000423759,TAF1
ENST00000683715,TAF1
ENST00000276072,TAF1
ENST00000683668,TAF1
ENST00000472567,TAF1
ENST00000478305,TAF1
ENST00000474917,TAF1
ENST00000483985,TAF1
ENST00000463163,TAF1
ENST00000683358,TAF1
ENST00000682124,TAF1
ENST00000461764,TAF1
ENST00000437147,TAF1
ENST00000373775,TAF1
ENST00000485087,TAF1
ENST00000492404,TAF1
ENST00000462588,TAF1
ENST00000468167,TAF1
ENST00000683954,TAF1
ENST00000482544,TAF1
ENST00000461157,TAF1
ENST00000467309,TAF1
ENST00000651746,SOX10
ENST00000446929,SOX10
ENST00000698177,SOX10
ENST00000360880,SOX10
ENST00000396884,SOX10
ENST00000690831,SOX10
ENST00000427770,SOX10
ENST00000470555,SOX10
ENST00000652356,SOX10
ENST00000322886,E2F7
ENST00000416496,E2F7
ENST00000550669,E2F7
ENST00000552907,E2F7
ENST00000551058,E2F7
ENST00000551558,E2F7
ENST00000547316,E2F7
ENST00000624676,MAFF
ENST00000538320,MAFF
ENST00000538999,MAFF
ENST00000338483,MAFF
ENST00000441709,MAFF
ENST00000417948,MAFF
ENST00000426621,MAFF
ENST00000407965,MAFF
ENST00000512784,ESRRB
ENST00000380887,ESRRB
ENST00000505752,ESRRB
ENST00000644823,ESRRB
ENST00000556177,ESRRB
ENST00000509323,ESRRB
ENST00000611036,ESRRB
ENST00000509242,ESRRB
ENST00000557572,FOXN3
ENST00000345097,FOXN3
ENST00000557258,FOXN3
ENST00000555353,FOXN3
ENST00000553840,FOXN3
ENST00000556541,FOXN3
ENST00000555010,FOXN3
ENST00000557496,FOXN3
ENST00000557718,FOXN3
ENST00000553353,FOXN3
ENST00000556916,FOXN3
ENST00000555658,FOXN3
ENST00000554005,FOXN3
ENST00000557261,FOXN3
ENST00000555855,FOXN3
ENST00000555034,FOXN3
ENST00000553904,FOXN3
ENST00000261302,FOXN3
ENST00000615335,FOXN3
ENST00000474629,PARP14
ENST00000494811,PARP14
ENST00000649945,PARP14
ENST00000483611,PARP14
ENST00000460683,PARP14
ENST00000474669,PARP14
ENST00000475640,PARP14
ENST00000372299,KLF17
ENST00000476802,KLF17
ENST00000537235,SALL2
ENST00000614342,SALL2
ENST00000613414,SALL2
ENST00000611430,SALL2
ENST00000546363,SALL2
ENST00000450879,SALL2
ENST00000541965,SALL2
ENST00000366876,TBXT
ENST00000296946,TBXT
ENST00000366871,TBXT
ENST00000461348,TBXT
ENST00000372571,FOXJ3
ENST00000372572,FOXJ3
ENST00000372573,FOXJ3
ENST00000445886,FOXJ3
ENST00000422278,FOXJ3
ENST00000454417,FOXJ3
ENST00000361346,FOXJ3
ENST00000545068,FOXJ3
ENST00000361776,FOXJ3
ENST00000696231,DNMT3B
ENST00000328111,DNMT3B
ENST00000696232,DNMT3B
ENST00000348286,DNMT3B
ENST00000353855,DNMT3B
ENST00000696233,DNMT3B
ENST00000696234,DNMT3B
ENST00000443239,DNMT3B
ENST00000696235,DNMT3B
ENST00000456297,DNMT3B
ENST00000696236,DNMT3B
ENST00000696237,DNMT3B
ENST00000201963,DNMT3B
ENST00000696238,DNMT3B
ENST00000696239,DNMT3B
ENST00000696240,DNMT3B
ENST00000696241,DNMT3B
ENST00000696242,DNMT3B
ENST00000696243,DNMT3B
ENST00000696244,DNMT3B
ENST00000696245,DNMT3B
ENST00000326282,EID2B
ENST00000601837,EID2B
ENST00000435842,BATF2
ENST00000301887,BATF2
ENST00000527454,BATF2
ENST00000527716,BATF2
ENST00000534177,BATF2
ENST00000538513,SOX15
ENST00000250055,SOX15
ENST00000570788,SOX15
ENST00000496248,MEIS1
ENST00000560281,MEIS1
ENST00000491706,MEIS1
ENST00000272369,MEIS1
ENST00000488550,MEIS1
ENST00000490726,MEIS1
ENST00000398506,MEIS1
ENST00000495021,MEIS1
ENST00000409622,MEIS1
ENST00000437869,MEIS1
ENST00000466811,MEIS1
ENST00000498705,MEIS1
ENST00000606455,MEIS1
ENST00000475239,MEIS1
ENST00000409517,MEIS1
ENST00000542964,MEIS1
ENST00000450027,MEIS1
ENST00000560219,MESP2
ENST00000558723,MESP2
ENST00000341735,MESP2
ENST00000320610,ZNF236
ENST00000706008,ZNF236
ENST00000253159,ZNF236
ENST00000543926,ZNF236
ENST00000579322,ZNF236
ENST00000583095,ZNF236
ENST00000583488,ZNF236
ENST00000584565,ZNF236
ENST00000645888,ZNF236
ENST00000296503,HMGB2
ENST00000438704,HMGB2
ENST00000446922,HMGB2
ENST00000511316,HMGB2
ENST00000506267,HMGB2
ENST00000366671,OTX1
ENST00000484066,OTX1
ENST00000282549,OTX1
ENST00000477348,OTX1
ENST00000405984,OTX1
ENST00000476383,OTX1
ENST00000504618,SAP30
ENST00000296504,SAP30
ENST00000503024,HAND2
ENST00000359562,HAND2
ENST00000505300,HAND2
ENST00000528796,ZNF195
ENST00000354599,ZNF195
ENST00000399602,ZNF195
ENST00000343338,ZNF195
ENST00000620374,ZNF195
ENST00000649622,ZNF195
ENST00000429541,ZNF195
ENST00000005082,ZNF195
ENST00000526601,ZNF195
ENST00000438262,ZNF195
ENST00000528410,ZNF195
ENST00000528218,ZNF195
ENST00000529789,ZNF195
ENST00000525313,ZNF195
ENST00000533036,ZNF195
ENST00000529228,ZNF195
ENST00000526540,ZNF195
ENST00000529678,ZNF195
ENST00000526598,ZNF195
ENST00000528636,ZNF195
ENST00000427810,ZNF195
ENST00000534569,ZNF195
ENST00000524857,ZNF195
ENST00000530643,ZNF195
ENST00000618467,ZNF195
ENST00000330692,ZNF195
ENST00000525502,ZNF195
ENST00000526501,ZNF195
ENST00000532539,ZNF195
ENST00000529085,ZNF195
ENST00000527386,ZNF195
ENST00000406875,HIPK2
ENST00000428878,HIPK2
ENST00000342645,HIPK2
ENST00000565454,TGFB1I1
ENST00000567066,TGFB1I1
ENST00000567524,TGFB1I1
ENST00000394863,TGFB1I1
ENST00000563712,TGFB1I1
ENST00000561785,TGFB1I1
ENST00000569254,TGFB1I1
ENST00000565360,TGFB1I1
ENST00000562165,TGFB1I1
ENST00000564176,TGFB1I1
ENST00000569703,TGFB1I1
ENST00000361773,TGFB1I1
ENST00000562566,TGFB1I1
ENST00000394858,TGFB1I1
ENST00000567607,TGFB1I1
ENST00000568142,TGFB1I1
ENST00000564804,TGFB1I1
ENST00000332674,MXI1
ENST00000453116,MXI1
ENST00000361248,MXI1
ENST00000239007,MXI1
ENST00000460667,MXI1
ENST00000393134,MXI1
ENST00000651225,MXI1
ENST00000652649,MXI1
ENST00000651613,MXI1
ENST00000652243,MXI1
ENST00000651495,MXI1
ENST00000650900,MXI1
ENST00000652506,MXI1
ENST00000651811,MXI1
ENST00000651167,MXI1
ENST00000651516,MXI1
ENST00000651467,MXI1
ENST00000651004,MXI1
ENST00000650843,MXI1
ENST00000651318,MXI1
ENST00000650644,MXI1
ENST00000650696,MXI1
ENST00000652604,MXI1
ENST00000651109,MXI1
ENST00000652463,MXI1
ENST00000651557,MXI1
ENST00000650810,MXI1
ENST00000650952,MXI1
ENST00000484030,MXI1
ENST00000652028,MXI1
ENST00000651866,MXI1
ENST00000651848,MXI1
ENST00000442296,MXI1
ENST00000652323,MXI1
ENST00000369612,MXI1
ENST00000650752,MXI1
ENST00000651112,MXI1
ENST00000485566,MXI1
ENST00000419308,FOXA2
ENST00000377115,FOXA2
ENST00000394111,EMX1
ENST00000258106,EMX1
ENST00000473732,EMX1
ENST00000491023,EMX1
ENST00000464675,EMX1
ENST00000616281,EMX1
ENST00000594297,FOXA3
ENST00000302177,FOXA3
ENST00000411647,RBCK1
ENST00000465226,RBCK1
ENST00000382214,RBCK1
ENST00000415942,RBCK1
ENST00000475269,RBCK1
ENST00000441733,RBCK1
ENST00000353660,RBCK1
ENST00000697804,RBCK1
ENST00000356286,RBCK1
ENST00000400245,RBCK1
ENST00000382181,RBCK1
ENST00000400247,RBCK1
ENST00000697805,RBCK1
ENST00000414880,RBCK1
ENST00000468272,RBCK1
ENST00000621487,RBCK1
ENST00000697807,RBCK1
ENST00000697808,RBCK1
ENST00000697809,RBCK1
ENST00000697810,RBCK1
ENST00000589881,ZNF24
ENST00000261332,ZNF24
ENST00000399061,ZNF24
ENST00000590140,ZNF24
ENST00000589539,ZNF24
ENST00000593130,ZNF24
ENST00000298596,STOX1
ENST00000399169,STOX1
ENST00000399162,STOX1
ENST00000399165,STOX1
ENST00000642869,STOX1
ENST00000594396,ZNF417
ENST00000312026,ZNF417
ENST00000595559,ZNF417
ENST00000597515,ZNF417
ENST00000598526,ZNF417
ENST00000598629,ZNF417
ENST00000599251,ZNF417
ENST00000282308,ZNF256
ENST00000598928,ZNF256
ENST00000381222,ZBED1
ENST00000381223,ZBED1
ENST00000652001,ZBED1
ENST00000515319,ZBED1
ENST00000381218,ZBED1
ENST00000461691,ZBED1
ENST00000245479,SOX9
ENST00000265713,KAT6A
ENST00000406337,KAT6A
ENST00000396930,KAT6A
ENST00000649817,KAT6A
ENST00000648335,KAT6A
ENST00000649827,KAT6A
ENST00000418721,KAT6A
ENST00000650495,KAT6A
ENST00000648224,KAT6A
ENST00000485568,KAT6A
ENST00000647809,KAT6A
ENST00000647746,KAT6A
ENST00000648030,KAT6A
ENST00000650356,KAT6A
ENST00000470574,KAT6A
ENST00000463961,KAT6A
ENST00000426524,KAT6A
ENST00000556275,ESR2
ENST00000554572,ESR2
ENST00000353772,ESR2
ENST00000358599,ESR2
ENST00000555278,ESR2
ENST00000344288,ESR2
ENST00000553796,ESR2
ENST00000557772,ESR2
ENST00000555483,ESR2
ENST00000267525,ESR2
ENST00000554520,ESR2
ENST00000341099,ESR2
ENST00000555783,ESR2
ENST00000680778,NOTCH1
ENST00000679595,NOTCH1
ENST00000651671,NOTCH1
ENST00000681454,NOTCH1
ENST00000680668,NOTCH1
ENST00000681135,NOTCH1
ENST00000680218,NOTCH1
ENST00000680003,NOTCH1
ENST00000679969,NOTCH1
ENST00000680924,NOTCH1
ENST00000680133,NOTCH1
ENST00000681298,NOTCH1
ENST00000645828,NOTCH1
ENST00000680882,NOTCH1
ENST00000646957,NOTCH1
ENST00000491649,NOTCH1
ENST00000651595,MRTFA
ENST00000614754,MRTFA
ENST00000620651,MRTFA
ENST00000407029,MRTFA
ENST00000652095,MRTFA
ENST00000355630,MRTFA
ENST00000402042,MRTFA
ENST00000477468,MRTFA
ENST00000699988,MRTFA
ENST00000402630,MRTFA
ENST00000651694,MRTFA
ENST00000422851,MRTFA
ENST00000673719,MRTFA
ENST00000463769,MRTFA
ENST00000650658,MRTFA
ENST00000466278,MRTFA
ENST00000651158,MRTFA
ENST00000640168,REST
ENST00000309042,REST
ENST00000622863,REST
ENST00000514063,REST
ENST00000638187,REST
ENST00000616975,REST
ENST00000640343,REST
ENST00000611211,REST
ENST00000619101,REST
ENST00000675105,REST
ENST00000675341,REST
ENST00000675249,REST
ENST00000228644,MYF5
ENST00000443690,GFI1B
ENST00000631293,GFI1B
ENST00000339463,GFI1B
ENST00000524638,GFI1B
ENST00000636137,GFI1B
ENST00000372122,GFI1B
ENST00000372123,GFI1B
ENST00000636263,GFI1B
ENST00000382500,FOXD4
ENST00000332710,TBX1
ENST00000329705,TBX1
ENST00000359500,TBX1
ENST00000680333,TBX1
ENST00000700274,TBX1
ENST00000649276,TBX1
ENST00000475303,TBX1
ENST00000484336,TBX1
ENST00000588860,SMAD4
ENST00000398417,SMAD4
ENST00000589076,SMAD4
ENST00000589941,SMAD4
ENST00000342988,SMAD4
ENST00000590061,SMAD4
ENST00000593223,SMAD4
ENST00000592911,SMAD4
ENST00000611848,SMAD4
ENST00000588745,SMAD4
ENST00000592186,SMAD4
ENST00000589706,SMAD4
ENST00000585448,SMAD4
ENST00000591126,SMAD4
ENST00000684953,SMAD4
ENST00000688307,SMAD4
ENST00000688903,SMAD4
ENST00000690892,SMAD4
ENST00000685232,SMAD4
ENST00000688574,SMAD4
ENST00000685090,SMAD4
ENST00000691124,SMAD4
ENST00000590499,SMAD4
ENST00000586253,SMAD4
ENST00000295206,EN1
ENST00000546667,EN1
ENST00000687695,KDM5C
ENST00000685641,KDM5C
ENST00000685423,KDM5C
ENST00000693277,KDM5C
ENST00000688699,KDM5C
ENST00000452825,KDM5C
ENST00000375401,KDM5C
ENST00000404049,KDM5C
ENST00000691505,KDM5C
ENST00000375379,KDM5C
ENST00000375383,KDM5C
ENST00000477109,KDM5C
ENST00000497100,KDM5C
ENST00000465402,KDM5C
ENST00000481369,KDM5C
ENST00000687928,KDM5C
ENST00000685539,KDM5C
ENST00000497995,KDM5C
ENST00000429877,KDM5C
ENST00000495519,KDM5C
ENST00000467093,KDM5C
ENST00000428012,KDM5C
ENST00000349663,KDM5C
ENST00000398485,PAX1
ENST00000613128,PAX1
ENST00000444366,PAX1
ENST00000485038,PAX1
ENST00000523638,ZNF260
ENST00000592282,ZNF260
ENST00000588993,ZNF260
ENST00000593142,ZNF260
ENST00000520608,ZNF260
ENST00000434704,DLX3
ENST00000512495,DLX3
ENST00000598810,TEAD2
ENST00000593945,TEAD2
ENST00000601519,TEAD2
ENST00000311227,TEAD2
ENST00000377214,TEAD2
ENST00000539846,TEAD2
ENST00000598823,TEAD2
ENST00000598397,TEAD2
ENST00000596757,TEAD2
ENST00000595233,TEAD2
ENST00000370544,LMO4
ENST00000495705,LMO4
ENST00000370542,LMO4
ENST00000489303,LMO4
ENST00000649030,NDN
ENST00000335681,NPAS2
ENST00000427413,NPAS2
ENST00000486017,NPAS2
ENST00000448812,NPAS2
ENST00000451740,NPAS2
ENST00000492373,NPAS2
ENST00000474550,NPAS2
ENST00000471974,NPAS2
ENST00000450763,NPAS2
ENST00000433408,NPAS2
ENST00000495559,NPAS2
ENST00000490052,NPAS2
ENST00000343526,TRIM24
ENST00000415680,TRIM24
ENST00000497516,TRIM24
ENST00000485318,TRIM24
ENST00000464210,TRIM24
ENST00000493595,TRIM24
